countyCode,city
PN,Longyearbyen
MO,Rawalpindi
GB,Shijiazhuang
LK,Yerevan
FI,Moscow
KN,Indianapolis
KW,Palma
IM,Ho Chi Minh City
JE,Oklahoma City
LT,Tórshavn
GG,Invercargill
GQ,Dar es Salaam
CU,Huế
CL,Labasa
CL,Córdoba
NP,Tijuana
VU,Surat
KM,Sana'a
PF,Greenwich
PA,Taipei
GR,Algiers
NR,Surat
BA,Moscow
SV,Chuí
PE,Hangzhou
MG,Tagbilaran
SK,Tórshavn
IT,Yerevan
BD,Helsinki
UM,Minsk
BD,Boa Vista
SN,Lima
NC,New York City
KN,Gold Coast
PM,Rio Branco
KI,Rochester
TH,Shijiazhuang
YT,Nice
GQ,Tripoli
SD,Cali
IQ,Padang
ET,Ibiza
NA,Veracruz
AU,Malang
FJ,Porto-Novo
EG,Apia
NU,Macau
AQ,Luxembourg (city)
SI,İzmir
US,Forked River
YE,Hanga Roa
IQ,Juneau
LV,Harare
PG,Udon Thani
BG,Batticaloa
DZ,Dalian
NI,Bratsk
GG,Naples
NP,Rochester
CV,Los Angeles
PN,Basse-Terre
GD,Khartoum
GL,Banjul
NF,Barcelona
WF,Lhasa
PS,Dalian
PF,Almaty
PT,Rabat
PG,Suez
ZA,Tagbilaran
IO,Tagbilaran
KH,Gothenburg
ZM,Mogadishu
BG,Ipoh
VG,Dili
GI,Riverside
RE,Banda Aceh
PM,Leeds
RO,Maputo
SG,Funafuti
AM,Arbil
NU,Fairbanks
AD,Hyderabad
HU,London
LT,El Aaiún
FO,Weno
HK,Namangan
JM,Aberdeen
MT,Darwin
TL,Bandung
CU,Invercargill
VA,Bloemfontein
CC,Moroni
ID,Kota Kinabalu
NU,Salt Lake City
AL,Harare
RO,Stockholm
SY,Macau
BM,Baku
CR,Tirana
LA,Las Palmas de Gran Canaria
YE,San José
SB,Guangzhou
SL,Ipoh
CR,Gaborone
TH,Xi'an
MU,Kanpur
IR,Jamestown
DZ,El Aaiún
GG,Luanda
ZM,Wichita
IS,Pune
LC,Atlanta
LR,Port Blair
AQ,Honolulu
TD,Zhengzhou
KZ,Vienna
BO,Lilongwe
AL,Johor Bahru
TL,Canberra
PG,Minsk
SK,Kobe
LS,Hong Kong
ET,Seville
WF,Ilhéus
WS,Reykjavík
LI,Guatemala City
MP,Lisbon
SO,Port Hedland
NC,Zapopan
SK,Nouakchott
PH,Norilsk
DZ,Ankara
CI,Nicosia
MV,Los Angeles
PA,Manila
GN,Hanover
PY,Chengdu
BW,Oranjestad
TG,Thimphu
LT,Almaty
NL,Muscat
BW,Seoul
MD,Patna
SJ,Kansas City
VA,Indianapolis
KH,Tabriz
TF,Islamabad
GB,Tartu
YT,Yokohama
GY,Pittsburgh
CH,Philadelphia
CX,Vilnius
KR,Marrakech
BW,Pelotas
HU,Basra
NG,Djibouti (city)
VA,Lobamba
SI,Colombo
CX,Kharkiv
AD,Newcastle
PW,Malang
RO,Porto-Novo
GW,Stanley
DO,Jamestown
MP,Malacca Town
SO,Taipei
GF,Belize City
GN,Suva
SY,Tunis
ID,Monterrey
AM,Bahía Blanca
AN,Weno
IR,Xi'an
SN,Kaesong
AO,Kawasaki
LK,Mumbai
CZ,Ciudad del Este
LY,Hamilton
AZ,Riga
CH,Arequipa
ER,Recife
TJ,New Delhi
PG,Ponta Delgada
GM,Calgary
GU,Mogadishu
CH,The Valley
BM,Nantes
AU,Rawalpindi
PF,Leeds
EE,Boston
CD,Maseru
BA,Sabha
SM,Lubumbashi
BT,Tianjin
JO,Avarua
GQ,Nouméa
JM,Milan
LA,Maseru
TG,Liverpool
BW,Tucson
FK,Yellowknife
VC,Austin
IN,Palikir
MP,Harare
WS,Nashville
FR,Zapopan
EC,Moroni
BI,Ashgabat
SJ,Hargeisa
BS,Concepción
LI,St. John's
AD,Melekeok
CA,Port Moresby
LC,Yekaterinburg
JE,Lucknow
PA,Nukulaelae
LB,Koulikoro
KI,Bangui
KE,Portland
MQ,Srinagar
ZW,Hargeisa
SN,Cologne
SA,Havana
AZ,Accra
CS,Port Blair
GY,İzmir
VG,Kunming
AM,Porto Alegre
AS,Mashhad
NR,Vancouver
MP,Conakry
WS,Espoo
BV,Istanbul
JO,Wichita
TN,Antwerp
CD,Okinawa
AR,Lomé
AO,Stanley
IS,Dili
IO,Panama City
AU,Nanjing
VN,Paramaribo
AM,Port Louis
IM,Antofagasta
IN,Andorra la Vella
AW,Berlin
AQ,Mumbai
IT,Porto-Novo
AE,El Paso
AS,Cologne
VU,Praia
MK,Bishkek
GG,Cork (city)
BD,Montreal
MO,Jacksonville
SR,Nagpur
BW,Maracaibo
DE,Kaliningrad
AO,Jacksonville
AF,Pekanbaru
ZA,Sapporo
ZA,Kingston
LV,Hong Kong
MN,Bandung
TN,Hai Phong
LV,Bujumbura
TK,Mwanza
YE,Willemstad
MY,Frankfurt
PK,Ipoh
SH,New Delhi
SI,Espoo
SO,Geneva
QA,Cuiabá
SM,Hamilton
MU,Virginia Beach
GL,Las Palmas de Gran Canaria
LK,Tucson
VU,Las Vegas
NP,Bangalore
TT,Monrovia
SI,Zapopan
UY,Bursa
TN,Lviv
SM,Rio Branco
BE,Fortaleza
NG,Miami
BM,Mendoza
GR,Stockholm
VU,Virginia Beach
RO,Memphis
MP,Damascus
PH,Funafuti
DK,Cleveland
HN,Rockhampton
GF,Paris
IS,Damascus
KP,Saint-Denis
SG,Muscat
VA,Xi'an
SZ,San Antonio
PN,Yogyakarta (city)
AS,Dar es Salaam
ES,Sucre
TC,Stepanakert
PL,Tegucigalpa
TO,Almaty
SC,Chongqing
KH,Doha
KN,Belfast
UA,Forked River
ER,Alofi
GB,Tampere
BH,Minneapolis
BE,Balikpapan
BH,Durango
CD,Saint-Denis
PR,Papeete
GH,Port Hedland
MW,Norilsk
TH,Shillong
AZ,Udon Thani
KY,Incheon
TM,Cairo
AS,Douglas
EG,Port Blair
TW,Blantyre
IM,Balikpapan
NA,Mumbai
BJ,Batticaloa
TH,Mendoza
CL,Tunis
RU,Baltimore
AF,Kunming
SN,Malé
BF,Salt Lake City
KY,Zürich
ZA,Athens
KN,Lanzhou
FM,Kiev
SK,Phnom Penh
CN,Cairo
GG,Yaoundé
PH,San Juan
LC,Niamey
LA,Seoul
MX,Monaco
SG,Malacca Town
SL,Split (city)
SK,Lubumbashi
SM,Darwin
UZ,Bilbao
NL,Libreville
KI,Zagreb
KN,Yaren District
CM,São José dos Campos
CO,Mwanza
MN,Yaoundé
IR,San Juan
GA,Bamako
ST,Brasília
GM,Philadelphia
AI,Brazzaville
FJ,Douglas
ZM,Incheon
ER,San Diego
SE,Canberra
TH,Columbus
NA,Moroni
LU,Sri Jayawardenapura-Kotte
CC,Milan
MT,Phnom Penh
MH,Valletta
PY,Makati City
VG,Paris
MP,Chuí
BM,Thessaloniki
JE,Pontianak
TJ,Cockburn Town
IL,Innsbruck
HK,Hangzhou
KN,Mbabane
KI,Almaty
MH,Winnipeg
TJ,Port Vila
KG,Bratsk
MG,Guatemala City
UG,Thiès
NU,Kuwait City
UM,Edmonton
BM,Zürich
AW,Srinagar
UG,Bogor
ML,Simferopol
MX,Johannesburg
AM,Hanga Roa
MW,Mérida
CN,Oranjestad
LS,Batticaloa
VE,Charlottetown
VC,Córdoba
NZ,İzmir
BD,Marseille
CX,Tunis
CM,Lhasa
TK,Zhengzhou
GF,Abu Dhabi
NP,Campo Grande
HK,Cusco
SN,Baltimore
VN,Osaka
CZ,Raleigh
BW,Kuching
TC,Kanpur
BE,Rio Branco
CU,Amritsar
LA,Lomé
LB,Kaohsiung
IO,Hargeisa
PK,Chittagong
EG,Edmonton
OM,Split (city)
YE,Cali
CD,Prague
VA,Wonsan
TF,Harare
VN,Saint John
CG,Leipzig
AR,Pune
PL,Koror
CM,San José
QA,Kigali
TH,Hilo
AU,Douglas
IO,Mexico City
MZ,Qingdao
LI,Yerevan
MQ,Bandung
PF,Barcelona
SB,Alexandria
BO,Buenos Aires
CV,Gdańsk
GY,Rochester
CA,Manaus
MX,Saskatoon
LV,Alexandria
NG,The Hague
FJ,Buenos Aires
BH,Willemstad
GP,Antwerp
CR,City of Halifax
ML,Odessa
TV,Dammam
LT,Pristina
SY,Jacksonville
BD,Ludhiana
CR,Jersey City
CF,New Delhi
CM,Kandahar
VN,Winnipeg
MX,Wollongong
FR,Riverside
LU,Suva
VG,Belém
SC,Khartoum
IT,Taipei
PA,Nagpur
IT,Murmansk
MQ,Antananarivo
TV,Oslo
KG,Pattaya
CH,São José dos Campos
AM,Tampere
BS,Punta Arenas
MM,Nakhon Ratchasima
ZA,Malmö
NF,Peshawar
CD,Liverpool
NG,Auckland
AE,Quetzaltenango
BB,Tabriz
KP,Nanning
NA,Baghdad
BY,Hyderabad
FI,Hyderabad
SV,Vatican City
ML,Pretoria
DK,Edmonton
SH,Ambon
CI,Tehran
BA,Melbourne
GB,Anchorage
CM,Chiang Mai
MK,Santa Cruz de la Sierra
BG,Luanda
IQ,Murmansk
DM,Taichung
AX,Chennai
NR,Rotterdam
OM,Kuching
UG,Padang
PF,Ushuaia
PF,Xi'an
DE,Lagos
TK,Brussels
PT,Sri Jayawardenapura-Kotte
AS,Ankara
KW,Denver
GH,Montevideo
MV,Jayapura
MR,Amsterdam
ZA,Melekeok
EE,Forked River
TO,Padang
BZ,Detroit
PY,Seville
TH,Hai Phong
NR,Taichung
AW,Ashgabat
FJ,Stuttgart
GI,San Juan
SE,Helsinki
MS,Hai Phong
HN,Niamey
TV,Tijuana
MD,Chittagong
AF,Thessaloniki
TG,Baltimore
LS,La Paz
UY,Fukuoka
CS,Khartoum
MW,Louisville
WS,Casablanca
BT,Kobe
CN,Mexicali
PY,Belize City
AX,Forked River
MM,Maputo
SO,Vladivostok
CA,Hanoi
SR,Naypyidaw
TO,Sarajevo
HT,Bissau
RU,Greenwich
TM,Yogyakarta (city)
IT,Nice
PH,Monrovia
NZ,Rockhampton
EH,Maseru
PN,Busan
GM,Jerusalem
CG,Amsterdam
VG,Manama
SJ,Xining
GF,Khartoum
AS,Nantes
TL,Huế
CS,Nicosia
DO,Taichung
ZA,Saint Petersburg
MM,Port Hedland
MD,Luxembourg (city)
MA,Warsaw
BM,Brikama
DJ,Jamestown
AQ,Balikpapan
LV,Ludhiana
AR,Leeds
PN,Tartu
HR,Brazzaville
EH,Toulouse
GR,Kobe
SL,Cartagena
FI,New York City
ET,Surat Thani
SY,Mexico City
MQ,Saint-Denis
DZ,Saint Petersburg
BS,Yangon
RU,Greenwich
CH,Leipzig
DJ,Yellowknife
CN,Hanover
CG,Atlanta
GA,Nukus
MT,Atlanta
GR,Winnipeg
TH,Greenwich
GF,Abuja
BG,Shenyang
AO,Whitehorse
BT,Malé
PR,Liverpool
ML,Yogyakarta (city)
GP,Bangalore
RO,La Paz
MA,Ipoh
KM,Bern
FI,Quito
AQ,Ibiza
LI,Dhaka
NL,Beijing
UY,Athens
AF,Port Vila
NP,Willemstad
HT,Thimphu
AW,Vientiane
RU,Geneva
VI,Malé
MO,Belize City
IS,Balikpapan
KN,Chişinău
MD,Aarhus
SB,Graz
UG,Chuí
GU,Bandar Seri Begawan
KN,Gibraltar
EE,Minsk
TZ,Seattle
HK,Dongguan
JE,Cairo
BG,Bulawayo
FR,London
RE,Cleveland
SH,Zagreb
MG,Ashgabat
GR,Bujumbura
AM,Austin
ID,Fukuoka
GN,Bogotá
AF,Gold Coast
CM,Jinan
NP,Ottawa
QA,Jacksonville
GY,Turin
KM,Konya
AO,Praia
VI,Bandung
SJ,Vienna
ZA,Cali
QA,Kraków
RO,Chişinău
CY,Ushuaia
SN,Addis Ababa
CH,Santiago de Cuba
HN,Forked River
AT,Charlottetown
GE,Seoul
TO,City of San Marino
EE,Nagoya
RO,Campo Grande
RO,Quito
YE,Taiyuan
GA,Tunis
TT,Kaliningrad
HM,Porto
GS,Tallinn
RO,Niamey
BI,Belize City
MG,Puerto Williams
AZ,Bissau
NF,Naples
NE,Kiev
CM,Chiang Mai
TZ,Vientiane
CL,Dili
MV,La Serena
SD,Naples
DM,Salt Lake City
BM,Dhaka
AR,Kigali
PR,Marseille
IQ,Rabi Island
GW,Seoul
MR,Tashkent
NA,Adak
AW,Namangan
EC,Mwanza
BO,Tampere
SB,Niamey
KZ,Pune
WS,Amsterdam
UY,Adamstown
AT,Belgrade
WS,Wonsan
BM,Shillong
BB,Mbabane
BA,Mersin
WF,Brussels
CO,Huế
GR,Yerevan
EC,Kota Kinabalu
CI,Monterrey
SY,Panama City
DO,Kabul
TO,Guadalajara
TK,Santiago
RW,Hai Phong
AM,Brisbane
GE,São Tomé
QA,Bogotá
SD,Zhengzhou
BM,Shigatse
HT,Kobe
VN,Tokyo
KW,Leipzig
CL,Havana
CX,Batticaloa
EE,Lhasa
NE,Alexandria
SG,Pattaya
DE,Johannesburg
JP,Naples
GT,Detroit
GT,Mamoudzou
CD,Iloilo City
BZ,Incheon
MU,Tallinn
BJ,Rio Branco
VI,Belfast
BW,Moroni
TT,Lahore
NU,Kandahar
ID,Prague
NA,Quebec City
AD,Pittsburgh
FR,South Tarawa
TL,Papeete
CX,Jersey City
QA,Palikir
PL,Shijiazhuang
JM,Adana
BD,Wollongong
HR,Cape Town
TK,Vilnius
NE,City of San Marino
GQ,Monrovia
TR,Asunción
NG,Stockholm
GY,Harbin
LK,Luxor
RO,Mashhad
ST,Makati City
TV,Düsseldorf
BO,Düsseldorf
GG,Vatican City
GT,Nagoya
BW,Sacramento
KW,Toronto
NG,Iquique
CL,Xi'an
BG,Port Said
PK,Lucknow
ZA,Valletta
DK,Gangtok
TR,Dresden
TT,Yangon
DM,Chaguanas
GY,Kyoto
HR,Multan
BE,Koror
DE,Maputo
SY,Busan
AF,Bangui
BD,Cebu City
AG,Budapest
AR,Nanjing
QA,Mamoudzou
PL,Hobart
AX,Hanga Roa
GL,Castries
PT,Mexicali
IO,Ahmedabad
PK,Denver
ZA,Lobamba
YT,Bulawayo
RO,Algiers
EG,Porto Alegre
GM,Patna
VE,Adana
KH,Doha
MH,Chittagong
PS,Buffalo
VC,Lyon
AN,Geelong
CC,Amritsar
GI,Hagåtña
VN,Nuuk
LU,Petropavlovsk-Kamchatsky
HM,San Fernando
MX,Cannes
AN,Macapá
BY,Jerusalem
HT,Frankfurt
MU,Greenwich
KP,Zürich
NE,Dubai
HM,Osaka
CV,Lusaka
LV,Lagos
BE,Ankara
GT,Lahore
GB,Zamboanga City
DK,Bursa
YT,Ashgabat
MS,Nicosia
VG,Bilbao
AI,Ouagadougou
ML,San Salvador
GQ,Bergen
AD,Brussels
MT,Frankfurt
CR,Abuja
IM,Houston
TM,Cotonou
AF,Yaoundé
DE,Phnom Penh
DK,Raleigh
JP,Tampa
BO,Niamey
MA,Campo Grande
MW,Zanzibar City
GE,Nakhon Ratchasima
US,Malé
GP,Guadalajara
NG,Peshawar
BZ,Guwahati
CG,Cotonou
HR,Bogotá
BS,Concepción
VG,Gaza
TK,Tucson
BN,Islamabad
RW,Nouméa
PR,Detroit
BW,Cologne
ST,Shigatse
BH,Helsinki
CZ,Kingston
TV,Detroit
FM,Fortaleza
MU,Ushuaia
GR,Louisville
IL,Kathmandu
AL,Francistown
IE,Yakutsk
NL,Kyoto
HN,Kiev
EC,Hyderabad
IO,Bergen
SE,Pune
BD,Nanjing
PM,Ürümqi
MG,Cleveland
MW,Barranquilla
TW,Geneva
DK,Nagoya
LU,Sofia
SK,Bangkok
AR,Novosibirsk
PM,Johor Bahru
TT,Wichita
GS,Ashgabat
AM,Portland
UZ,Whitehorse
SY,Udon Thani
BZ,Tampere
GN,Berlin
TZ,Shillong
RE,Johor Bahru
OM,Porto Velho
MK,Split (city)
BD,Majuro
BB,Agartala
GP,Cali
IS,Regina
GU,Athens
CY,Strasbourg
CZ,Belmopan
TT,Manchester
GT,Surat Thani
AE,Linz
BY,Yogyakarta (city)
PH,Cincinnati
MO,Glasgow
BW,Nashville
SL,Phoenix
AT,Tucson
NL,Cartagena
MW,Pattaya
SD,Enugu
TD,Split (city)
TJ,Lisbon
CY,Incheon
JO,Taichung
ET,Weno
KY,Alor Star
LI,Phoenix
RU,Taichung
SA,Leipzig
AZ,Fort-de-France
NR,Kingstown
GR,Beijing
CK,San José
UA,Horta (Azores)
AE,Kuching
DM,Huế
NC,Lima
NI,Stanley
TC,La Serena
EE,Whitehorse
DZ,Qingdao
AZ,Chicago
GE,Ponta Delgada
CK,Phoenix
SG,Andorra la Vella
TV,Salt Lake City
JE,Bridgetown
MR,Surat Thani
JP,Brasília
GI,La Paz
MZ,São José dos Campos
ID,Geneva
LK,San Diego
TL,Sitka
MD,Brikama
PF,Athens
GA,Marseille
GD,Vaduz
TV,Naypyidaw
ID,Punta Arenas
HU,Weno
KW,Udon Thani
GE,Bangalore
IT,Hiroshima
FO,Wellington
GR,Karachi
CG,Bogotá
WS,Brazzaville
HK,Invercargill
KH,Semarang
KE,Adana
TF,Chicago
GM,Agartala
TJ,Bridgetown
SC,Rawalpindi
JP,Tabriz
SV,Abuja
IR,Memphis
BI,Iqaluit
JE,Patna
GS,Alofi
PF,Tallinn
UY,Basra
GM,Tbilisi
SR,Changchun
MS,Espoo
TJ,Kuala Lumpur
MK,Mwanza
MT,Seattle
GB,Panama City
AN,Tucson
DZ,Edinburgh
TH,Cape Town
VC,Mwanza
MR,Chişinău
SY,Warsaw
EG,Sri Jayawardenapura-Kotte
SD,San Francisco
CD,Davao City
AG,Asunción
BO,Manzini
MV,Málaga
AU,Bishkek
SV,Tianjin
GT,Yamoussoukro
SV,Surat Thani
TZ,Saint-Denis
HR,Santa Cruz de la Sierra
ES,Dublin
LA,Wuhan
GN,Tallinn
MQ,Nairobi
ID,Antananarivo
NF,Lusaka
AG,Valletta
CN,Zanzibar City
ST,Kanpur
SC,Maseru
SV,Hangzhou
AR,Mersin
LK,Willemstad
CR,San Salvador
PH,Maputo
AS,Atlanta
SZ,Lucknow
MW,Funafuti
EE,Dublin
NE,Nassau
SL,Patna
AM,Quebec City
UA,Tskhinvali
KG,Santiago de Cuba
RE,Jeddah
SK,La Paz
GP,El Paso
PK,Graz
TL,Leipzig
GH,Padang
SO,Yaoundé
CO,Bratsk
NF,Minneapolis
MC,Labasa
KM,Bandar Seri Begawan
AE,The Valley
YE,Manchester
JM,Gangtok
CV,Vilnius
BT,Fredericton
PS,Sucre
QA,Birkirkara
FI,Hyderabad
ZM,Calgary
FM,Dakar
BF,Incheon
BI,Medina
UA,Tianjin
DJ,Yogyakarta (city)
ML,Cairo
MK,Melekeok
NG,Tampere
GA,Adelaide
DJ,Port-au-Prince
KZ,Dallas
MC,Marrakech
BD,Auckland
VC,Damascus
TN,Hanoi
CX,Ilhéus
KZ,Saint-Pierre
KN,Vientiane
CL,Astana
GG,Palma
UA,Dhaka
HU,Sitka
MP,Koror
PH,Chuí
UY,Baku
IR,Majuro
GU,Nouakchott
AE,Port Said
KY,Hiroshima
VC,Baghdad
PF,Nairobi
DK,Cockburn Town
BS,Shijiazhuang
LR,Maracaibo
BE,Providence
GT,Kuwait City
BS,Montreal
GB,Ahmedabad
NA,Angra do Heroísmo
AZ,El Paso
GE,Tunis
GA,Cairns
AX,Puebla
LS,Luanda
DJ,Manama
MR,Nashville
TW,Nashville
GU,Maracaibo
BZ,Peshawar
PA,Pelotas
GT,Port Moresby
BJ,Praia
WS,Medellín
PY,Adana
KI,Makati City
AE,Dubai
TH,Zanzibar City
CF,Milwaukee
PF,Hamburg
AM,Davao City
ZW,Dededo
BJ,Macau
MD,Miri
LB,San Carlos de Bariloche
ET,Lima
ET,Quito
IO,Malé
HT,Washington
MQ,Hai Phong
FO,Anchorage
SO,Iquique
KR,Recife
TH,Vladivostok
RW,Surat Thani
CR,Tashkent
LU,St. Louis
FR,Yokohama
GT,Gaziantep
LI,Saint Petersburg
MW,Yokohama
AE,Tucson
VC,Shenzhen
CU,Málaga
AE,Tianjin
GP,Bern
CI,Incheon
SM,Dushanbe
CZ,City of San Marino
IO,Thiès
MX,San Fernando
KR,Port Said
BO,Assis
MK,Mendoza
RU,Ambon
MG,Regina
JE,Düsseldorf
SJ,Multan
UA,Vitória
MR,Jayapura
AU,Norilsk
HT,Cusco
JP,Samara
GR,Iqaluit
SV,New York City
SY,Chuí
MH,Jaipur
YE,Bern
FR,Colombo
AN,Wuhan
MY,Alofi
TL,Algiers
CY,Jeddah
WF,San Salvador
BY,Kota Bharu
US,Recife
NF,Pekanbaru
TZ,Bissau
RU,Calama
GL,Kanpur
SC,Makati City
PY,El Paso
WS,Banjul
PN,Paramaribo
PT,San José
TZ,Fortaleza
TT,Bujumbura
YE,Kuwait City
TJ,Salzburg
EC,Montreal
AQ,Munich
KW,Zapopan
AD,Boston
AE,Denver
TW,Ashgabat
IO,Charlottetown
BE,Namangan
BE,Guayaquil
TL,Dublin
KG,Fukuoka
NG,Tórshavn
KN,Thessaloniki
UZ,Belize City
MS,Bogor
CU,Kota Kinabalu
VA,Wichita
ER,Hiroshima
GL,Kuwait City
CK,Baltimore
GL,Wonsan
VN,Dibrugarh
VE,Beijing
BB,Pune
CC,Quito
DO,Hilo
MV,Johannesburg
KY,Vatican City
LU,San Francisco
VU,Kandy
TW,Bulawayo
NE,Amman
TR,Belfast
EE,Wellington
MZ,Brussels
EC,Malé
GB,Zapopan
BJ,Hargeisa
HR,Osaka
SE,Honolulu
CZ,Ahmedabad
PL,Pittsburgh
GF,Cockburn Town
GL,Hanoi
RO,Assis
TK,Port Blair
AU,Havana
ER,Lusaka
HU,Asunción
HN,Belize City
AR,Kigali
BW,Valletta
JO,Surabaya
DO,Porto Alegre
QA,The Valley
FK,Riga
OM,Greenwich
LS,Andorra la Vella
AO,Sitka
AG,Siem Reap
KH,Miami
KM,Vienna
MX,Agartala
TV,Thessaloniki
PH,Salt Lake City
CO,Bilbao
ZW,Surat Thani
SA,Honiara
UZ,Guayaquil
ER,Nouméa
AT,Málaga
GB,Saint-Denis
CC,Cusco
TK,Kharkiv
LB,Pittsburgh
VE,Saint John
QA,Saipan
VG,Mumbai
MD,Mamoudzou
SI,Sabha
ZA,Mexicali
IM,New Delhi
IS,Amman
PL,Monaco
NF,Melbourne
MZ,Bangkok
MR,Kandahar
TJ,Tripoli
VN,Roseau
CV,Durango
KH,Xi'an
ST,Horta (Azores)
CO,Maseru
RW,San Antonio
YT,Brussels
LS,Melekeok
AD,Nicosia
FI,Ulan Bator
TD,Memphis
BM,Tianjin
MC,Dushanbe
MQ,Tartu
LR,Hyderabad
MO,Taichung
AL,Winnipeg
VG,Hat Yai
GQ,Kharkiv
WS,Thiès
AM,Tampa
MA,Rabat
SY,Geneva
PS,Vancouver
HM,Bulawayo
TF,Ibadan
GN,Mata-Utu
IO,Marrakech
MG,Yakutsk
KM,Córdoba
HN,Buffalo
GR,Simferopol
TV,Chaguanas
ZM,Port of Spain
IQ,Bahía Blanca
PH,Dallas
QA,Makassar
CR,Luxembourg (city)
PF,Hong Kong
BB,Madrid
TH,Chongjin
MQ,Athens
JE,Gaborone
BI,Düsseldorf
PR,Taipei
FM,Rochester
MM,Kuala Lumpur
LT,Bujumbura
GD,Tagbilaran
ZM,Cockburn Town
GD,Juneau
GR,Yangon
QA,Tallinn
DZ,Sydney
CY,Lucknow
GA,Osaka
TO,Hai Phong
DE,Forked River
HM,Tokyo
BB,Nagoya
SR,Bratislava
CK,Dallas
GM,Bridgetown
BR,Naples
AQ,Maracaibo
LV,Karachi
BR,Niamey
TW,Ljubljana
EE,Malacca Town
SA,Taichung
NE,Adamstown
AN,Tabriz
BY,Boston
KW,Ashgabat
RO,Geelong
EE,Gaborone
OM,Basse-Terre
PN,San José
TR,Curitiba
NE,Douglas
KG,Saint John
JP,Zagreb
BM,Brisbane
SO,Adak
MN,Perth
UZ,Calgary
NE,Saint-Denis
TH,Quezon City
RW,Nantes
MY,Calama
IM,Mexico City
TJ,Jinan
RE,Sacramento
BG,South Tarawa
FI,Medina
EC,Cairo
FR,Saint-Denis
MD,Ibiza
DZ,Addis Ababa
SO,Mata-Utu
GB,Cotonou
CI,Ashgabat
MX,Campo Grande
SG,Chaguanas
DO,Copenhagen
MX,Minsk
LU,George Town
CF,Nicosia
CY,Christchurch
SN,São Paulo
TO,Lusaka
BI,Gaborone
AT,Houston
BA,Andorra la Vella
MU,Doha
CL,Suez
AF,Tiraspol
BS,Bangalore
PL,Guayaquil
SI,Washington
SN,Casablanca
CY,Hangzhou
ET,Makati City
ET,Kraków
MO,Naples
LT,Ushuaia
VA,Kingston
RO,Funafuti
SD,Barranquilla
KH,Nashville
VG,Toulouse
CI,Freetown
GY,Harare
LT,Abuja
AT,Dresden
DK,Dublin
CZ,Puerto Williams
JM,Nagpur
CC,London
EE,Kaliningrad
NC,Hobart
AN,Juneau
TG,Bilbao
HT,Koulikoro
LI,Wellington
BF,Zürich
CM,Busan
KR,Port of Spain
IL,Alexandria
ZM,Blantyre
SG,Macau
EC,Hiroshima
CA,Manaus
PW,Marseille
ER,Makati City
BT,Lobamba
US,Anadyr (town)
BE,Porto
MX,Tampere
AI,Regina
UZ,Guatemala City
ZA,Kobe
BH,Hanga Roa
CO,Bloemfontein
MZ,Denver
SR,Arbil
PM,Cotonou
SD,Tegucigalpa
KN,Zanzibar City
JP,Las Palmas de Gran Canaria
SY,Bangui
GM,Ankara
HN,Porto-Novo
SR,Pago Pago
LV,Strasbourg
SG,Palembang
AZ,Xining
PR,Surat Thani
DM,Mérida
GA,Tehran
HR,Incheon
MK,Arequipa
BB,Bloemfontein
CH,Caracas
AF,Bangkok
NA,Naypyidaw
GT,Kobe
MD,Taichung
SN,Tskhinvali
SD,Johor Bahru
BG,Tampa
AM,Rotterdam
GI,Porto Alegre
GU,Ürümqi
TD,Nanjing
MZ,Rome
NF,Cape Town
MN,Riyadh
AL,Antananarivo
NZ,Tucson
AW,Niamey
GE,Skopje
GT,Reykjavík
BR,Split (city)
VC,Minneapolis
BD,Kingstown
GW,Gibraltar
CZ,Xi'an
ET,Mogadishu
CS,Oslo
LA,Budapest
DE,Barranquilla
OM,Saint-Pierre
FK,Novosibirsk
MD,Valparaíso
AO,São José dos Campos
WF,Pago Pago
HM,Thessaloniki
AU,Honolulu
IQ,Basse-Terre
CU,Basra
CV,Port of Spain
AT,Tbilisi
ET,Nantes
NC,Baghdad
BS,Campinas
FJ,Vienna
NE,Odessa
MU,Yekaterinburg
HN,Anchorage
MU,Ipoh
MW,Kinshasa
UG,Lubumbashi
TZ,Suez
CD,Dalian
DM,Peshawar
IR,Detroit
MG,Dalian
IO,Fairbanks
RO,Chennai
TW,Naypyidaw
AN,Nouakchott
NC,Mbabane
QA,St. George's
BD,San José
CR,Freetown
WF,Mamoudzou
GN,Bandung
CR,Astana
PA,Castries
AX,Dushanbe
IQ,Nukus
PY,Hanga Roa
KZ,Quezon City
MT,Manaus
LA,Tegucigalpa
NG,Paramaribo
ES,Tiraspol
SH,Brisbane
AD,Rome
BV,Nicosia
JM,Nicosia
SB,Bandung
IO,Málaga
HN,Dammam
MZ,Zapopan
VU,Newcastle
LS,Sacramento
KY,Wichita
GU,São Tomé
DJ,Pattaya
TN,Yekaterinburg
AQ,Patna
TT,Santa Cruz de Tenerife
CG,Juneau
LS,Kansas City
AD,Mersin
SV,Pune
BB,Tagbilaran
GR,Astana
PE,Nashville
CV,Jerusalem
TV,Honolulu
AE,Longyearbyen
VC,Hong Kong
CF,Majuro
AI,Hagåtña
KH,Bahía Blanca
MH,Rabat
SL,Dili
IE,Rabi Island
CO,São Tomé
BB,Lyon
NC,Bulawayo
AO,Vitória
KR,Nouakchott
CG,Bishkek
CS,Tskhinvali
TR,Batticaloa
GG,São Tomé
AM,Ljubljana
FO,Barranquilla
EC,Vancouver
LS,Accra
SA,Doha
